path,percentage,emoji,state,detail,bytes,lines
"PROJECT_TREE_CMD_EMOJI_V3.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",271693,2181
"PROJECT_TREE_CMD_EMOJI_V4.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",281250,2183
"PROJECT_TREE_CMD_EMOJI_V4_CPP.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",257025,1952
"PROJECT_TREE_CMD_EMOJI_V5.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",266699,2187
"PROJECT_TREE_CMD_EMOJI_V6.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",271443,2223
"PROJECT_TREE_CMD_EMOJI_V7.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",274559,2247
"PROJECT_TREE_EMOJI.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",271693,2181
"README.md",88,"📘","DOCUMENTÉ","documentation ou rapport",6683,141
"SECURITY.md",88,"📘","DOCUMENTÉ","documentation ou rapport",2383,47
"TARGET_TREE_COMPLIANCE.json",92,"⚙️✅","CONFIGURATION","configuration valide",424,11
"TARGET_TREE_COMPLIANCE_V4.json",92,"⚙️✅","CONFIGURATION","configuration valide",164,9
"TARGET_TREE_COMPLIANCE_V5.json",92,"⚙️✅","CONFIGURATION","configuration valide",943,37
"TARGET_TREE_COMPLIANCE_V6.json",92,"⚙️✅","CONFIGURATION","configuration valide",316,14
"TARGET_TREE_COMPLIANCE_V7.json",92,"⚙️✅","CONFIGURATION","configuration valide",1651,44
"VALIDATION_REPORT.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",1962,72
"VALIDATION_REPORT_V3.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",1962,72
"VALIDATION_REPORT_V4.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",1902,47
"VALIDATION_REPORT_V5.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",3626,89
"VALIDATION_REPORT_V6.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",1217,48
"VALIDATION_REPORT_V7.txt",88,"📘","DOCUMENTÉ","documentation ou rapport",2208,72
"VERSION",85,"🟢","INTÉGRÉ","ressource intégrée",6,0
"apps/aliexpress_oauth_helper/main.cpp",90,"✅","IMPLÉMENTÉ","implémentation substantielle",1655,39
"apps/autonomous_manager/main.cpp",84,"🟢","FONCTIONNEL","code dédié compilable",3247,95
"apps/backup_manager/main.cpp",90,"✅","IMPLÉMENTÉ","implémentation substantielle",3443,80
"apps/configuration_validator/main.cpp",84,"🟢","FONCTIONNEL","code dédié compilable",3391,66
"apps/database_migrator/main.cpp",90,"✅","IMPLÉMENTÉ","implémentation substantielle",681,6
"apps/diagnostics/main.cpp",90,"✅","IMPLÉMENTÉ","implémentation substantielle",1171,7
"apps/emergency_recovery/main.cpp",90,"✅","IMPLÉMENTÉ","implémentation substantielle",737,5
"apps/manager/main.cpp",84,"🟢","FONCTIONNEL","code dédié compilable",1814,55
"apps/replay_tool/main.cpp",97,"✅","MÉTIER AVANCÉ","logique métier et intégration détectées",2250,47
"apps/sandbox_simulator/main.cpp",97,"✅","MÉTIER AVANCÉ","logique métier et intégration détectées",2024,54
"apps/scheduler_service/main.cpp",97,"✅","MÉTIER AVANCÉ","logique métier et intégration détectées",2616,81
"apps/shopify_control_center/main.cpp",97,"✅","MÉTIER AVANCÉ","logique métier et intégration détectées",5903,147
"apps/shopify_oauth_helper/main.cpp",90,"✅","IMPLÉMENTÉ","implémentation substantielle",1630,39
"apps/shopify_readiness/main.cpp",97,"✅","SHOPIFY TRANSACTIONNEL","monnaie sûre, états, admission, confidentialité ou readiness",1097,23
"apps/shopify_reconciler/main.cpp",97,"✅","SHOPIFY RÉSILIENT","idempotence, version, GID, ordre temporel, CAS ou réconciliation",1731,51
"apps/webhook_server/main.cpp",97,"✅","MÉTIER AVANCÉ","logique métier et intégration détectées",2932,76
"apps/worker_service/main.cpp",97,"✅","MÉTIER AVANCÉ","logique métier et intégration détectées",21353,414
"cmake/CompilerOptions.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",93,4
"cmake/CompilerWarnings.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",119,6
"cmake/Dependencies.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",212,6
"cmake/InstallLayout.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",24,2
"cmake/LinuxToolchain.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",29,2
"cmake/MingwToolchain.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",78,3
"cmake/Packaging.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",134,4
"cmake/Sanitizers.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",249,6
"cmake/StaticAnalysis.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",233,8
"cmake/TestConfiguration.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",32,3
"cmake/VersionInfo.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",83,2
"cmake/WindowsToolchain.cmake",94,"🛠️✅","OUTILLAGE","construction ou automatisation",31,2
"config/aliexpress.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",306,11
"config/app.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",1830,76
"config/app.json",92,"⚙️✅","CONFIGURATION","configuration valide",1830,76
"config/application.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",175,9
"config/automation.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",191,10
"config/canada_compliance.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",172,8
"config/customer_service.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",157,10
"config/database.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",159,9
"config/development.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",104,7
"config/fulfillment.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",149,8
"config/inventory.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",143,8
"config/logging.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",132,8
"config/notifications.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",127,8
"config/pricing.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",208,9
"config/production.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",139,8
"config/secrets.example.env",82,"🔐⚙️","CONFIG À ACTIVER","identifiants réels requis",133,0
"config/security.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",158,8
"config/shopify.app.example.toml",85,"🟢","INTÉGRÉ","ressource intégrée",855,0
"config/shopify.example.json",82,"🔐⚙️","CONFIG À ACTIVER","identifiants réels requis",262,9
"config/sourcing.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",169,9
"config/terminal_ui.example.json",92,"⚙️✅","CONFIGURATION","configuration valide",132,8
"data/audit/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/backups/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/cache/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/database/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/exports/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/exports/accounting/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/exports/analytics/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/exports/catalog/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/exports/customers/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/exports/inventory/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/exports/orders/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/exports/taxes/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/imports/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/logs/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/queue/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/queue/completed/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/queue/dead_letter/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/queue/failed/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/queue/pending/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/queue/processing/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/reports/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/runtime/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"data/temporary/.gitkeep",100,"💤","RUNTIME","dossier runtime réservé",44,0
"docs/ALIEXPRESS_INTEGRATION.md",88,"📘","DOCUMENTÉ","documentation ou rapport",281,4
"docs/API_ENDPOINTS.md",88,"📘","DOCUMENTÉ","documentation ou rapport",713,15
"docs/ARCHITECTURE.md",88,"📘","DOCUMENTÉ","documentation ou rapport",235,4
"docs/AUTONOMOUS_WORKFLOWS.md",88,"📘","DOCUMENTÉ","documentation ou rapport",364,4
"docs/BUILD_LINUX.md",88,"📘","DOCUMENTÉ","documentation ou rapport",180,8
"docs/BUILD_WINDOWS_MSVC.md",88,"📘","DOCUMENTÉ","documentation ou rapport",168,8
"docs/BUILD_WINDOWS_MSYS2.md",88,"📘","DOCUMENTÉ","documentation ou rapport",183,8
"docs/CANADA.md",88,"📘","DOCUMENTÉ","documentation ou rapport",322,4
"docs/CANADA_CONFIGURATION.md",88,"📘","DOCUMENTÉ","documentation ou rapport",219,4
"docs/CONFIGURATION.md",88,"📘","DOCUMENTÉ","documentation ou rapport",182,4
"docs/DATABASE_SCHEMA.md",88,"📘","DOCUMENTÉ","documentation ou rapport",231,4
"docs/DEPLOYMENT.md",88,"📘","DOCUMENTÉ","documentation ou rapport",209,4
"docs/DISASTER_RECOVERY.md",88,"📘","DOCUMENTÉ","documentation ou rapport",202,4
"docs/IMPROVEMENTS_V3.md",88,"📘","DOCUMENTÉ","documentation ou rapport",1343,20
"docs/PRODUCTION_READINESS.md",88,"📘","DOCUMENTÉ","documentation ou rapport",1389,28
"docs/README_V2_ARCHIVE.md",88,"📘","DOCUMENTÉ","documentation ou rapport",4446,105
"docs/SECURITY.md",88,"📘","DOCUMENTÉ","documentation ou rapport",302,4
"docs/SECURITY_MODEL.md",88,"📘","DOCUMENTÉ","documentation ou rapport",182,4
"docs/SHOPIFY_ADVANCED_V4.md",88,"📘","DOCUMENTÉ","documentation ou rapport",1684,29
"docs/SHOPIFY_AUTONOMY_V5.md",88,"📘","DOCUMENTÉ","documentation ou rapport",866,26
"docs/SHOPIFY_INTEGRATION.md",88,"📘","DOCUMENTÉ","documentation ou rapport",232,4
"docs/SHOPIFY_RESILIENCE_V7.md",88,"📘","DOCUMENTÉ","documentation ou rapport",704,12
"docs/SHOPIFY_TRANSACTIONAL_V6.md",88,"📘","DOCUMENTÉ","documentation ou rapport",871,16
"docs/TECHNICAL_CODE_OPERATION_V6.md",88,"📘","DOCUMENTÉ","documentation ou rapport",18547,501
"docs/TECHNICAL_CODE_OPERATION_V7.md",88,"📘","DOCUMENTÉ","documentation ou rapport",8836,222
"docs/TERMINAL_COMMANDS.md",88,"📘","DOCUMENTÉ","documentation ou rapport",216,4
"docs/TESTING.md",88,"📘","DOCUMENTÉ","documentation ou rapport",236,4
"docs/TROUBLESHOOTING.md",88,"📘","DOCUMENTÉ","documentation ou rapport",226,4
"docs/WORKER_WEBHOOK_PIPELINE.md",88,"📘","DOCUMENTÉ","documentation ou rapport",734,22
"include/elit21/aliexpress/AliExpressClient.h",90,"✅","IMPLÉMENTÉ","implémentation substantielle",1967,50
"include/elit21/aliexpress/AliExpressConfig.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",323,14
"include/elit21/aliexpress/AliExpressEndpoints.h",68,"🟡","PARTIEL","interface ou module minimal",679,6
"include/elit21/aliexpress/AliExpressError.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",321,14
"include/elit21/aliexpress/AliExpressErrorMapper.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",333,14
"include/elit21/aliexpress/AliExpressMethodNames.h",68,"🟡","PARTIEL","interface ou module minimal",617,7
"include/elit21/aliexpress/AliExpressModels.h",84,"🟢","FONCTIONNEL","code dédié compilable",1153,53
"include/elit21/aliexpress/AliExpressServiceFactory.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",339,14
"include/elit21/aliexpress/AliExpressSession.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",325,14
"include/elit21/aliexpress/auth/AliExpressAuthorizationUrlBuilder.h",68,"🟡","PARTIEL","interface ou module minimal",248,4
"include/elit21/aliexpress/auth/AliExpressOAuthClient.h",90,"✅","IMPLÉMENTÉ","implémentation substantielle",607,7
"include/elit21/aliexpress/auth/AliExpressOAuthStateStore.h",90,"✅","IMPLÉMENTÉ","implémentation substantielle",380,7
"include/elit21/aliexpress/auth/AliExpressToken.h",68,"🟡","PARTIEL","interface ou module minimal",311,5
"include/elit21/aliexpress/auth/AliExpressTokenManager.h",68,"🟡","PARTIEL","interface ou module minimal",575,7
"include/elit21/aliexpress/auth/AliExpressTokenRefreshPolicy.h",68,"🟡","PARTIEL","interface ou module minimal",267,5
"include/elit21/aliexpress/models/AliExpressCommissionOrder.h",68,"🟡","PARTIEL","interface ou module minimal",171,4
"include/elit21/aliexpress/models/AliExpressDropshippingMember.h",68,"🟡","PARTIEL","interface ou module minimal",180,4
"include/elit21/aliexpress/models/AliExpressFreightQuote.h",68,"🟡","PARTIEL","interface ou module minimal",206,4
"include/elit21/aliexpress/models/AliExpressOrder.h",68,"🟡","PARTIEL","interface ou module minimal",197,5
"include/elit21/aliexpress/models/AliExpressOrderLine.h",68,"🟡","PARTIEL","interface ou module minimal",176,4
"include/elit21/aliexpress/models/AliExpressOrderStatus.h",68,"🟡","PARTIEL","interface ou module minimal",152,4
"include/elit21/aliexpress/models/AliExpressProduct.h",68,"🟡","PARTIEL","interface ou module minimal",301,5
"include/elit21/aliexpress/models/AliExpressProductDescription.h",68,"🟡","PARTIEL","interface ou module minimal",152,4
"include/elit21/aliexpress/models/AliExpressProductImage.h",68,"🟡","PARTIEL","interface ou module minimal",146,4
"include/elit21/aliexpress/models/AliExpressProductProperty.h",68,"🟡","PARTIEL","interface ou module minimal",129,4
"include/elit21/aliexpress/models/AliExpressProductSku.h",68,"🟡","PARTIEL","interface ou module minimal",222,5
"include/elit21/aliexpress/models/AliExpressSeller.h",68,"🟡","PARTIEL","interface ou module minimal",176,4
"include/elit21/aliexpress/models/AliExpressShippingMethod.h",68,"🟡","PARTIEL","interface ou module minimal",208,4
"include/elit21/aliexpress/models/AliExpressTrackingEvent.h",68,"🟡","PARTIEL","interface ou module minimal",156,4
"include/elit21/aliexpress/requests/CommissionOrderListRequest.h",68,"🟡","PARTIEL","interface ou module minimal",278,6
"include/elit21/aliexpress/requests/DsAddInfoRequest.h",68,"🟡","PARTIEL","interface ou module minimal",268,6
"include/elit21/aliexpress/requests/DsImageSearchRequest.h",68,"🟡","PARTIEL","interface ou module minimal",272,6
"include/elit21/aliexpress/requests/DsProductGetRequest.h",68,"🟡","PARTIEL","interface ou module minimal",271,6
"include/elit21/aliexpress/requests/DsRecommendFeedGetRequest.h",68,"🟡","PARTIEL","interface ou module minimal",277,6
"include/elit21/aliexpress/requests/DsTradeOrderGetRequest.h",68,"🟡","PARTIEL","interface ou module minimal",274,6
"include/elit21/aliexpress/requests/FindProductByIdForDropshipperRequest.h",68,"🟡","PARTIEL","interface ou module minimal",288,6
"include/elit21/aliexpress/requests/FreightCalculateRequest.h",68,"🟡","PARTIEL","interface ou module minimal",275,6
"include/elit21/aliexpress/requests/MemberOrderDataSubmitRequest.h",68,"🟡","PARTIEL","interface ou module minimal",280,6
"include/elit21/aliexpress/requests/PlaceOrderRequest.h",68,"🟡","PARTIEL","interface ou module minimal",269,6
"include/elit21/aliexpress/requests/SimpleProductQueryRequest.h",68,"🟡","PARTIEL","interface ou module minimal",277,6
"include/elit21/aliexpress/requests/TrackingInfoQueryRequest.h",68,"🟡","PARTIEL","interface ou module minimal",276,6
"include/elit21/aliexpress/requests/TradeDsOrderGetRequest.h",68,"🟡","PARTIEL","interface ou module minimal",274,6
"include/elit21/aliexpress/responses/CommissionOrderListResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",367,14
"include/elit21/aliexpress/responses/DsAddInfoResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",347,14
"include/elit21/aliexpress/responses/DsImageSearchResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",355,14
"include/elit21/aliexpress/responses/DsProductGetResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",353,14
"include/elit21/aliexpress/responses/DsRecommendFeedGetResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",365,14
"include/elit21/aliexpress/responses/DsTradeOrderGetResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",359,14
"include/elit21/aliexpress/responses/FindProductByIdForDropshipperResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",387,14
"include/elit21/aliexpress/responses/FreightCalculateResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",361,14
"include/elit21/aliexpress/responses/MemberOrderDataSubmitResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",371,14
"include/elit21/aliexpress/responses/PlaceOrderResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",349,14
"include/elit21/aliexpress/responses/SimpleProductQueryResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",365,14
"include/elit21/aliexpress/responses/TrackingInfoQueryResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",363,14
"include/elit21/aliexpress/responses/TradeDsOrderGetResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",359,14
"include/elit21/aliexpress/services/AliExpressCapabilityService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",365,14
"include/elit21/aliexpress/services/AliExpressCatalogService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",359,14
"include/elit21/aliexpress/services/AliExpressCommissionService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",365,14
"include/elit21/aliexpress/services/AliExpressFreightService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",359,14
"include/elit21/aliexpress/services/AliExpressImageSearchService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",367,14
"include/elit21/aliexpress/services/AliExpressMemberReportingService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",375,14
"include/elit21/aliexpress/services/AliExpressOrderService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",355,14
"include/elit21/aliexpress/services/AliExpressProductService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",359,14
"include/elit21/aliexpress/services/AliExpressRecommendationService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",373,14
"include/elit21/aliexpress/services/AliExpressSupplierAccountService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",375,14
"include/elit21/aliexpress/services/AliExpressTrackingService.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",361,14
"include/elit21/aliexpress/transport/AliExpressApiTransport.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",357,14
"include/elit21/aliexpress/transport/AliExpressIopClient.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",351,14
"include/elit21/aliexpress/transport/AliExpressRateLimiter.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",355,14
"include/elit21/aliexpress/transport/AliExpressRequest.h",68,"🟡","PARTIEL","interface ou module minimal",772,9
"include/elit21/aliexpress/transport/AliExpressTopClient.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",351,14
"include/elit21/aliexpress/transport/AliExpressTransportSelector.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",367,14
"include/elit21/aliexpress/transport/IopRequest.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",333,14
"include/elit21/aliexpress/transport/IopResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",335,14
"include/elit21/aliexpress/transport/TopCommonParameters.h",68,"🟡","PARTIEL","interface ou module minimal",284,5
"include/elit21/aliexpress/transport/TopRequest.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",333,14
"include/elit21/aliexpress/transport/TopRequestSigner.h",68,"🟡","PARTIEL","interface ou module minimal",337,5
"include/elit21/aliexpress/transport/TopResponse.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",335,14
"include/elit21/aliexpress/transport/TopResponseParser.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",347,14
"include/elit21/analytics/Analytics.h",68,"🟡","PARTIEL","interface ou module minimal",163,5
"include/elit21/analytics/AnalyticsCoordinator.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",329,14
"include/elit21/analytics/CatalogAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",321,14
"include/elit21/analytics/ConversionAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",327,14
"include/elit21/analytics/CustomerAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",323,14
"include/elit21/analytics/DashboardSnapshot.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",323,14
"include/elit21/analytics/FulfillmentAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",329,14
"include/elit21/analytics/InventoryAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",325,14
"include/elit21/analytics/MarginAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",319,14
"include/elit21/analytics/OrderAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",317,14
"include/elit21/analytics/PerformanceIndicator.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",329,14
"include/elit21/analytics/ProductPerformanceAnalyzer.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",341,14
"include/elit21/analytics/ProfitabilityAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",333,14
"include/elit21/analytics/RevenueAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",321,14
"include/elit21/analytics/SalesForecastEngine.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",327,14
"include/elit21/analytics/ShippingAnalytics.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",323,14
"include/elit21/analytics/SupplierPerformanceAnalyzer.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",343,14
"include/elit21/app/Application.h",97,"✅","MÉTIER AVANCÉ","logique métier et intégration détectées",1675,59
"include/elit21/application/Application.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",315,14
"include/elit21/application/ApplicationBootstrap.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",333,14
"include/elit21/application/ApplicationContext.h",76,"🟡","ADAPTATEUR PARTAGÉ","invariants métier communs; spécialisation limitée",329,14
