path,emoji,score_percent,category,detail,bytes,sha256
cmake/LinuxToolchain.cmake,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",29,57eeb42940634c1babbefe2fc9ae4232843a11e9a6d862c3e6490a875ba06c8d
cmake/MingwToolchain.cmake,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",78,3fb39c844017be8430e4ee0e7a4952d0596844162c0ebfb2d57f438ba1b62e67
cmake/Packaging.cmake,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",134,fd9f5f76ec55a3a340f4d2df0d3cd3f9850b839f8081b75bc9f7841163b78001
cmake/Sanitizers.cmake,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",249,35342eb41fb5d13380c7827ceb0e425fcee33bf8a66632f0a8fd4926ede8007d
cmake/StaticAnalysis.cmake,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",233,c2e60fd4b05817cece0747cfff18c3946cad8323bcb4cd66283e65fbce587c91
cmake/TestConfiguration.cmake,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",32,607ebea9a5ff8bc0a82b022e747ff04c978f47df9925c721aee4bb4f58344f2d
cmake/VersionInfo.cmake,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",83,c7c2668855f48b56e627f792bdaf6703cd94f4468215dd4b1041f8ed95ad6ecc
cmake/WindowsToolchain.cmake,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",31,71cfea863818aa56fda9cb5f078b7a2cd13f97ad40e632cb1b1e884fab33fcd2
CMakeLists.txt,🛠️✅,92,build-tooling,"construction, script ou emballage validé par compilation Release",2901,1498c06a4b221a51efcba32389d81a6f709ff3781e1240a5b64966b036b0e75e
CMakePresets.json,⚙️✅,90,configuration,configuration ou schéma valide,1686,5123e0826fcc7cd5cc72e7317d3564421df6702ba714452e80d8bc3e313da568
config/aliexpress.example.json,🔐⚙️,78,external-configuration,configuration valide; identifiants et permissions réels requis,306,08a3b3c9b602106f0cab3f978738379c6e22284998d0e740fe530352fd609da9
config/app.example.json,⚙️✅,90,configuration,configuration ou schéma valide,1830,dfc4cc985e04f26247f5a3c4fda0cf29a4604a015a4c42a1cfd90648e1bbf269
config/app.json,⚙️✅,90,configuration,configuration ou schéma valide,1830,dfc4cc985e04f26247f5a3c4fda0cf29a4604a015a4c42a1cfd90648e1bbf269
config/application.example.json,⚙️✅,90,configuration,configuration ou schéma valide,175,6c382c8a51fa492e6c1af7df5a7dbd04a8613cc4c549b6851e6ae2b5140a57d9
config/automation.example.json,⚙️✅,90,configuration,configuration ou schéma valide,191,bf6d7bae70d588366e9d0014648eb23b837bc6641ad3283885bd647767995c12
config/canada_compliance.example.json,⚙️✅,90,configuration,configuration ou schéma valide,172,a663d38ac89078f871a9af1eeef659a9e9d036f215f5f49c423a0aafba61cb7e
config/customer_service.example.json,⚙️✅,90,configuration,configuration ou schéma valide,157,ef0ea41f4ae1dcc688a9bc91385968cdbb8a30d01cc461a03273ee253d5bd897
config/database.example.json,⚙️✅,90,configuration,configuration ou schéma valide,159,a3dd9bdc2ce3ba085ff6af4a32ec4e58b98df74f5aaa0ec6999d072761bb578f
config/development.example.json,⚙️✅,90,configuration,configuration ou schéma valide,104,c8bc56db15c73694fb54743f6b68a854f0c35ee488213e57488c45e9e7be5b58
config/fulfillment.example.json,⚙️✅,90,configuration,configuration ou schéma valide,149,9b44b398274266e93f03e2a663ff7e5575459b04bf838ad15a03dcabb3e9e2a7
config/inventory.example.json,⚙️✅,90,configuration,configuration ou schéma valide,143,4bc555ded596f63873ce4098b35cc8e4ee726e48b0e1888be620782603032b90
config/logging.example.json,⚙️✅,90,configuration,configuration ou schéma valide,132,73b2d8ae47578ae2f5949497757a223f29960ce974fb8d27d08cdd12e13cdf60
config/notifications.example.json,⚙️✅,90,configuration,configuration ou schéma valide,127,19e12052adfc0de91aaffa70d7db28d6d007270021c73c8f04d235a7a07286fc
config/pricing.example.json,⚙️✅,90,configuration,configuration ou schéma valide,208,dad167a0ae64c7ca2e2800864bf6038eee552e7df048f24b0f37fa879160e112
config/production.example.json,⚙️✅,90,configuration,configuration ou schéma valide,139,a27019a083c92fec836e8cc3486b002ff38fbaa250c85be9142c80a99baafc52
config/secrets.example.env,🔐⚙️,78,external-configuration,configuration valide; identifiants et permissions réels requis,133,f3de36fe0ed986753eae0a7f788c2d5f57405d551065d635579fb0f340cd0413
config/security.example.json,⚙️✅,90,configuration,configuration ou schéma valide,158,af253c9841e701c48b1a9d0c4ee2483f7b715b2c8adc6d268ff73900d67fa383
config/shopify.example.json,🔐⚙️,78,external-configuration,configuration valide; identifiants et permissions réels requis,262,aa992fd77a24a748706136c2c35daf43f24902bf6681ea70fe6badf1e4cdb6e6
config/sourcing.example.json,⚙️✅,90,configuration,configuration ou schéma valide,169,bd6416f09a9cb118f81329331c3d6b00aeb285be635c6c5c60ff5c4fd09661ca
config/terminal_ui.example.json,⚙️✅,90,configuration,configuration ou schéma valide,132,58c67446cedfab8088c40543694f903c65b61105f51491df96592fcff5fe01f3
CONTRIBUTING.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,193,2198fe15cd1459d7eb1babfc577075267326c2d67ff966a720e3a388e1bcf7f6
data/audit/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/backups/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/cache/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/database/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/exports/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/exports/accounting/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/exports/analytics/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/exports/catalog/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/exports/customers/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/exports/inventory/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/exports/orders/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/exports/taxes/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/imports/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/logs/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/queue/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/queue/completed/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/queue/dead_letter/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/queue/failed/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/queue/pending/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/queue/processing/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/reports/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/runtime/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
data/temporary/.gitkeep,💤,100,runtime-placeholder,dossier runtime conservé sans donnée générée,44,5f3cf706e3945803c222f0e93f25dbe9f3e2f759712d9d09a7ca2884399f4744
docs/ALIEXPRESS_INTEGRATION.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,281,43929dedb5b2bd26e1aeebc5e8bbe5da58f05dd7b90b890853a9b124d559f71b
docs/API_ENDPOINTS.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,713,d897b39832943788f787c8ed155c7d8dae1457cefd4a0425242b4a93650978c1
docs/ARCHITECTURE.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,235,6c9b9ef66f2d65525dfb12c8e6c41a67104c1bb45ed31e811322751de2ef689a
docs/AUTONOMOUS_WORKFLOWS.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,364,8b020008ef84eb64a3ecd514c3d39d3a95ce3c2de622ad742ea58cd33d916421
docs/BUILD_LINUX.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,180,571a08bdc9f7c238bd79c850fb19136e37139f0587f8cca8d4416faff335a1be
docs/BUILD_WINDOWS_MSVC.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,168,f80e7b46b63b16317b278b9f2d1019edc5d8db3cf335e09da29a96427db1ebec
docs/BUILD_WINDOWS_MSYS2.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,183,974e31ce6d738db5f32826efb8ce6185848905e83fbfbc4b609f0f0861d6327b
docs/CANADA.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,322,a42c2ad3e96467182b7191158896bb7ea2ac825b2d3f592e18eb425b919cb6f7
docs/CANADA_CONFIGURATION.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,219,bb89ab413a562a5031512d028766c4cdd3bf2541abe215e00497742a04f7b447
docs/CONFIGURATION.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,182,1da208f515942ac074179ab4f146ef7ec9333ffaa108f1bfeeeaf33d9799c3a8
docs/DATABASE_SCHEMA.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,231,f0ac0807e037bc98341e1201d8317e4d03cf016a9c263fe443d235e20d0f97b1
docs/DEPLOYMENT.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,209,29aff8a4c32b8cb00da73f4ae6542b062673b28a0efd5b3233895306e65803e3
docs/DISASTER_RECOVERY.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,202,65b3c908d1fae33854f27da54103e6452e4276f64ab9ee18dbd9d070d3182995
docs/IMPROVEMENTS_V3.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,1343,7bf355844f8fc2711d4048f6a137936fa0acad13d25d0676e98c571dc6ac21e3
docs/PRODUCTION_READINESS.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,1389,526f749de917e6689f5e85e49fc40a1a3bd85fe952d9c7eb33f0ba76df4c4820
docs/README_V2_ARCHIVE.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,4446,07c9a2aa06dac09034051b429835e90055ef7b0e598122c12bcaff2eba771da2
docs/SECURITY.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,302,651005048f9b61ec678e695dc37bb294ee3316a55b802efc8b464cdbcdfb3189
docs/SECURITY_MODEL.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,182,a7748d96aba8987708384fecb13c3df15efba24413d0d0bd0505ea0b1ea44cdf
docs/SHOPIFY_INTEGRATION.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,232,30ec47710d810eed150b2de6dd9d2b194a7dfab630a1270bc3aa2db6d10387d1
docs/TERMINAL_COMMANDS.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,216,51417c6036d8341086367424543096a84e675dfb9f688d749990b2506de48d26
docs/TESTING.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,236,5c03f63cac8477a11dcaf6204e27b596ff591cc7710ab613e7dfb9d2b541cce9
docs/TROUBLESHOOTING.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,226,d53a4f0d987de7bb30bbd717ccb64cf2f11e7c91bdc5f2fbb97f908b3fdbbf4c
docs/WORKER_WEBHOOK_PIPELINE.md,📘,90,documentation,documentation maintenue; ne remplace pas une validation API réelle,734,8837c541137cc62a98de5056f91cc4492559177ad1b613bc467f480efaefcfd7
include/elit21/aliexpress/AliExpressClient.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,1967,6880a8a8f379198ca50f71d36fc0b1f8d85d3b3c97b0eb66c9305f353643642b
include/elit21/aliexpress/AliExpressConfig.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,323,8a425490617c237091783713a78f9a9cc15ff3bb51011f7faf28660460c3e9f2
include/elit21/aliexpress/AliExpressEndpoints.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,679,6e0c7a1ed10330f05faaeb8aa95260e42a9d95838167eacab30c712d9ae24280
include/elit21/aliexpress/AliExpressError.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,321,836be0758a51142f7441d3e82589d1ee6d956e068cd120d858f0799ab9d1368f
include/elit21/aliexpress/AliExpressErrorMapper.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,333,8eec22a7e5a9e0fd363eaf9458256e72115c60c6d7ece06a61178e45f54e66d3
include/elit21/aliexpress/AliExpressMethodNames.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,617,61a7ca17118a9cd76e02803f0b129d7051b32943ba01fe28bf90eda9b06df0c1
include/elit21/aliexpress/AliExpressModels.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,1153,76538e1c8944f20076242484ba7e02925598a01011c3211b06f808f0e97fc6a3
include/elit21/aliexpress/AliExpressServiceFactory.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,339,1f696733b39618bafda4e182cfa6fab174378856388e7466ac4e91e8397e2da9
include/elit21/aliexpress/AliExpressSession.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,e7b71bc806eb343437b8486dcd3d9b379340aa1630effe9b247041e1dcc429a9
include/elit21/aliexpress/auth/AliExpressAuthorizationUrlBuilder.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,248,1a32c6d6c8f609add000662ec0899ab4ccd4456cbe65431a5ed2ba9d01c77687
include/elit21/aliexpress/auth/AliExpressOAuthClient.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,607,33ac4801c8ff67a02251536429dd83b6812cc4831666922d5d468a262da85a3e
include/elit21/aliexpress/auth/AliExpressOAuthStateStore.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,380,7da98c482ba2b72c8fa21829b1fe69f856bd44b1f1f31038f7ab5dae41380b72
include/elit21/aliexpress/auth/AliExpressToken.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,311,72937bb1fcb21ccb7efca5adb63705ef5278d7619f34519dbbb22379b021a176
include/elit21/aliexpress/auth/AliExpressTokenManager.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,575,fb309fc7a139f1391a41de9c03cc6731ef2634d9f149ef663d04b2e976f963d2
include/elit21/aliexpress/auth/AliExpressTokenRefreshPolicy.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,267,a7a2deb6589fb706d55753c0cdfd1fe900d1898d2df612342dfef3c4971668fc
include/elit21/aliexpress/models/AliExpressCommissionOrder.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,171,0933afd74b09e6277bc4db2264dca21bd8c0be601a4ea887fd88455fe1cf4d3a
include/elit21/aliexpress/models/AliExpressDropshippingMember.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,180,34de6a908b480febbbae892aeabe973fc9f5e1c93b365e7aed8168ecc6254ab5
include/elit21/aliexpress/models/AliExpressFreightQuote.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,206,312d153ab18dbd483c1cf781b741039b785cff5692eb723e0fc59fc9fe6974a6
include/elit21/aliexpress/models/AliExpressOrder.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,197,4f6a91fc70a951342f5810fb4a74699c4916cb6a54d57792f6a4acb60c73a30a
include/elit21/aliexpress/models/AliExpressOrderLine.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,176,4498825befb81ba4c26453889a8ed4ac3a6577162b2cf91e169f8109677815e5
include/elit21/aliexpress/models/AliExpressOrderStatus.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,152,2c5da66af8e8e96490b558226b6ded774d53ebfdb0e025af3bbd7b323c5c5253
include/elit21/aliexpress/models/AliExpressProduct.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,301,3e46c577b65f1672e965f2941185979174853fa9a469fce7c8f7fc735822cfea
include/elit21/aliexpress/models/AliExpressProductDescription.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,152,f7da2cda2578ca33e7875d447118a6359404a2ea1a2502e46cb4ac1aedc34e33
include/elit21/aliexpress/models/AliExpressProductImage.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,146,c651dce5f16508d32eeb04597f1e6ac58d9fcff5fcb3bf85f2dc7f6f9ca5b106
include/elit21/aliexpress/models/AliExpressProductProperty.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,129,8c961479c5abb22d9c22a72d96b073a63bf092ef2b1a029ac0a3e4c0bcbb3c8b
include/elit21/aliexpress/models/AliExpressProductSku.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,222,4f60459a6edfa317008b66a3afd6ad58440a63f7fa8dbe6fc03dc4343f1efc79
include/elit21/aliexpress/models/AliExpressSeller.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,176,7840c5c3d528c4e4840e3a508b361e800409256219a889d63aef97c91fd4be25
include/elit21/aliexpress/models/AliExpressShippingMethod.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,208,d8e853ef3708b3c7dce4355f7c6c80117956fd438a908a9f7b618a44c2f131d4
include/elit21/aliexpress/models/AliExpressTrackingEvent.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,156,d9a74bfa2ea8340b269475ac76ebdcd58cf707c5028eaeb1dc6097281e9647fb
include/elit21/aliexpress/requests/CommissionOrderListRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,278,2a34402297cfeae9c23f56d69f89b9cd0d91c667a48109155d163c90d0bd919e
include/elit21/aliexpress/requests/DsAddInfoRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,268,5dae624d9f3f4e7a9caaaf17176cd53c8794ebba6fd3f407257b61bccefa0929
include/elit21/aliexpress/requests/DsImageSearchRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,272,80f9daea753d99b20b5601d21155e428792cdb75571178df69716dd1792074b4
include/elit21/aliexpress/requests/DsProductGetRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,271,22b351707f76ee664c904bafed9f1a67ff67cdf77bca894937440056d0b3d276
include/elit21/aliexpress/requests/DsRecommendFeedGetRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,277,daf42bf45316ac60f50820a280c7fd193021591b986065b8071e4b1c0ddc7a4a
include/elit21/aliexpress/requests/DsTradeOrderGetRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,274,ddf408aa85711946c53c1c826e22ed298ead4bf04d7f07a33e42a450d3af99d0
include/elit21/aliexpress/requests/FindProductByIdForDropshipperRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,288,a0c408b9378b2879f1fd059289d480a23cef6de8a2ef48120edd5b94f9169661
include/elit21/aliexpress/requests/FreightCalculateRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,275,35247f1bd809055187ec2850c2ff6149bd3f1a96e13866b8a0879dccdb359446
include/elit21/aliexpress/requests/MemberOrderDataSubmitRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,280,e487bac3ef8700f1f73688a4dc1000aca7fc10424fea773dc302d6093018c78d
include/elit21/aliexpress/requests/PlaceOrderRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,269,843f181aa4bb120126912c35a31873eac6975bbc79b4973686e079705e5a8f2b
include/elit21/aliexpress/requests/SimpleProductQueryRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,277,44bf7b7bd3690028b30145e5ac7e938ac1ee64a6a75cdff49d42eae586105682
include/elit21/aliexpress/requests/TrackingInfoQueryRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,276,460df12e9730f96647310952866b020febb2608a944d19bdf0b48eaf7b76fd1b
include/elit21/aliexpress/requests/TradeDsOrderGetRequest.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,274,b0dbf01d3a791c98c6ee2970771bebfaf84a23308772aa39c349c8b208cc946d
include/elit21/aliexpress/responses/CommissionOrderListResponse.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,367,c9b587cf3153e7f3404d88ffda632b2b09995c0eb10f74d129e0c123cc9499b1
include/elit21/aliexpress/responses/DsAddInfoResponse.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,347,dd6288c35066dccd200eefe05575ed429dc9ce61ad4d7c313682fbc7e750008e
include/elit21/aliexpress/responses/DsImageSearchResponse.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,355,4214a670bd8ccc9b7f3d27fd3535d3aba66b4733447df9632cea02b37af8dd9d
include/elit21/aliexpress/responses/DsProductGetResponse.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,353,05598e5cc160e19b158801fae6c227175d2f2448f198264c913dccafb46bc80f
include/elit21/aliexpress/responses/DsRecommendFeedGetResponse.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,365,a049659368ccc4ad10036302d0fdbba483ff13431efc5582f2506bb1077eba3f
include/elit21/aliexpress/responses/DsTradeOrderGetResponse.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,359,1833df6b315d5d40e760841c899a2695a58e6c1374304da3ba3cc5ce75db493c
