path,score,emoji,state,detail,category,bytes,lines,change_from_v3
config/aliexpress.example.json,82,🔐⚙️,CONFIG À ACTIVER,identifiants réels requis,configuration,306,11,UNCHANGED
config/app.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,1830,76,UNCHANGED
config/app.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,1830,76,UNCHANGED
config/application.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,175,9,UNCHANGED
config/automation.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,191,10,UNCHANGED
config/canada_compliance.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,172,8,UNCHANGED
config/customer_service.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,157,10,UNCHANGED
config/database.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,159,9,UNCHANGED
config/development.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,104,7,UNCHANGED
config/fulfillment.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,149,8,UNCHANGED
config/inventory.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,143,8,UNCHANGED
config/logging.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,132,8,UNCHANGED
config/notifications.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,127,8,UNCHANGED
config/pricing.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,208,9,UNCHANGED
config/production.example.json,82,🔐⚙️,CONFIG À ACTIVER,identifiants réels requis,configuration,139,8,UNCHANGED
config/secrets.example.env,82,🔐⚙️,CONFIG À ACTIVER,identifiants réels requis,configuration,133,7,UNCHANGED
config/security.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,158,8,UNCHANGED
config/shopify.example.json,82,🔐⚙️,CONFIG À ACTIVER,identifiants réels requis,configuration,262,9,UNCHANGED
config/sourcing.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,169,9,UNCHANGED
config/terminal_ui.example.json,92,⚙️✅,CONFIGURATION,configuration valide,configuration,132,8,UNCHANGED
data/audit/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/backups/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/cache/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/database/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/exports/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/exports/accounting/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/exports/analytics/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/exports/catalog/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/exports/customers/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/exports/inventory/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/exports/orders/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/exports/taxes/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/imports/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/logs/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/queue/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/queue/completed/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/queue/dead_letter/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/queue/failed/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/queue/pending/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/queue/processing/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/reports/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/runtime/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
data/temporary/.gitkeep,100,💤,RUNTIME,dossier réservé à l’exécution,runtime,44,0,UNCHANGED
docs/ALIEXPRESS_INTEGRATION.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,281,4,UNCHANGED
docs/API_ENDPOINTS.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,713,15,UNCHANGED
docs/ARCHITECTURE.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,235,4,UNCHANGED
docs/AUTONOMOUS_WORKFLOWS.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,364,4,UNCHANGED
docs/BUILD_LINUX.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,180,8,UNCHANGED
docs/BUILD_WINDOWS_MSVC.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,168,8,UNCHANGED
docs/BUILD_WINDOWS_MSYS2.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,183,8,UNCHANGED
docs/CANADA.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,322,4,UNCHANGED
docs/CANADA_CONFIGURATION.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,219,4,UNCHANGED
docs/CONFIGURATION.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,182,4,UNCHANGED
docs/DATABASE_SCHEMA.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,231,4,UNCHANGED
docs/DEPLOYMENT.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,209,4,UNCHANGED
docs/DISASTER_RECOVERY.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,202,4,UNCHANGED
docs/IMPROVEMENTS_V3.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,1343,20,UNCHANGED
docs/PRODUCTION_READINESS.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,1389,28,UNCHANGED
docs/README_V2_ARCHIVE.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,4446,105,UNCHANGED
docs/SECURITY.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,302,4,UNCHANGED
docs/SECURITY_MODEL.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,182,4,UNCHANGED
docs/SHOPIFY_ADVANCED_V4.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,1684,29,NEW
docs/SHOPIFY_INTEGRATION.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,232,4,UNCHANGED
docs/TERMINAL_COMMANDS.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,216,4,UNCHANGED
docs/TESTING.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,236,4,UNCHANGED
docs/TROUBLESHOOTING.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,226,4,UNCHANGED
docs/WORKER_WEBHOOK_PIPELINE.md,88,📘,DOCUMENTÉ,documentation ou rapport,documentation,734,22,UNCHANGED
include/elit21/aliexpress/AliExpressClient.h,86,🟢,FONCTIONNEL,code dédié compilable,source,1967,50,UNCHANGED
include/elit21/aliexpress/AliExpressConfig.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/aliexpress/AliExpressEndpoints.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,679,6,UNCHANGED
include/elit21/aliexpress/AliExpressError.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/aliexpress/AliExpressErrorMapper.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/aliexpress/AliExpressMethodNames.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,617,7,UNCHANGED
include/elit21/aliexpress/AliExpressModels.h,86,🟢,FONCTIONNEL,code dédié compilable,source,1153,53,UNCHANGED
include/elit21/aliexpress/AliExpressServiceFactory.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,339,14,UNCHANGED
include/elit21/aliexpress/AliExpressSession.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/aliexpress/auth/AliExpressAuthorizationUrlBuilder.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,248,4,UNCHANGED
include/elit21/aliexpress/auth/AliExpressOAuthClient.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,607,7,UNCHANGED
include/elit21/aliexpress/auth/AliExpressOAuthStateStore.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,380,7,UNCHANGED
include/elit21/aliexpress/auth/AliExpressToken.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,311,5,UNCHANGED
include/elit21/aliexpress/auth/AliExpressTokenManager.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,575,7,UNCHANGED
include/elit21/aliexpress/auth/AliExpressTokenRefreshPolicy.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,267,5,UNCHANGED
include/elit21/aliexpress/models/AliExpressCommissionOrder.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,171,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressDropshippingMember.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,180,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressFreightQuote.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,206,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressOrder.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,197,5,UNCHANGED
include/elit21/aliexpress/models/AliExpressOrderLine.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,176,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressOrderStatus.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,152,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressProduct.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,301,5,UNCHANGED
include/elit21/aliexpress/models/AliExpressProductDescription.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,152,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressProductImage.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,146,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressProductProperty.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,129,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressProductSku.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,222,5,UNCHANGED
include/elit21/aliexpress/models/AliExpressSeller.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,176,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressShippingMethod.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,208,4,UNCHANGED
include/elit21/aliexpress/models/AliExpressTrackingEvent.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,156,4,UNCHANGED
include/elit21/aliexpress/requests/CommissionOrderListRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,278,6,UNCHANGED
include/elit21/aliexpress/requests/DsAddInfoRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,268,6,UNCHANGED
include/elit21/aliexpress/requests/DsImageSearchRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,272,6,UNCHANGED
include/elit21/aliexpress/requests/DsProductGetRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,271,6,UNCHANGED
include/elit21/aliexpress/requests/DsRecommendFeedGetRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,277,6,UNCHANGED
include/elit21/aliexpress/requests/DsTradeOrderGetRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,274,6,UNCHANGED
include/elit21/aliexpress/requests/FindProductByIdForDropshipperRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,288,6,UNCHANGED
include/elit21/aliexpress/requests/FreightCalculateRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,275,6,UNCHANGED
include/elit21/aliexpress/requests/MemberOrderDataSubmitRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,280,6,UNCHANGED
include/elit21/aliexpress/requests/PlaceOrderRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,269,6,UNCHANGED
include/elit21/aliexpress/requests/SimpleProductQueryRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,277,6,UNCHANGED
include/elit21/aliexpress/requests/TrackingInfoQueryRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,276,6,UNCHANGED
include/elit21/aliexpress/requests/TradeDsOrderGetRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,274,6,UNCHANGED
include/elit21/aliexpress/responses/CommissionOrderListResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,367,14,UNCHANGED
include/elit21/aliexpress/responses/DsAddInfoResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,347,14,UNCHANGED
include/elit21/aliexpress/responses/DsImageSearchResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,355,14,UNCHANGED
include/elit21/aliexpress/responses/DsProductGetResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,353,14,UNCHANGED
include/elit21/aliexpress/responses/DsRecommendFeedGetResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,365,14,UNCHANGED
include/elit21/aliexpress/responses/DsTradeOrderGetResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,359,14,UNCHANGED
include/elit21/aliexpress/responses/FindProductByIdForDropshipperResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,387,14,UNCHANGED
include/elit21/aliexpress/responses/FreightCalculateResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,361,14,UNCHANGED
include/elit21/aliexpress/responses/MemberOrderDataSubmitResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,371,14,UNCHANGED
include/elit21/aliexpress/responses/PlaceOrderResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,349,14,UNCHANGED
include/elit21/aliexpress/responses/SimpleProductQueryResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,365,14,UNCHANGED
include/elit21/aliexpress/responses/TrackingInfoQueryResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,363,14,UNCHANGED
include/elit21/aliexpress/responses/TradeDsOrderGetResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,359,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressCapabilityService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,365,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressCatalogService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,359,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressCommissionService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,365,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressFreightService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,359,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressImageSearchService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,367,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressMemberReportingService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,375,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressOrderService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,355,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressProductService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,359,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressRecommendationService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,373,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressSupplierAccountService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,375,14,UNCHANGED
include/elit21/aliexpress/services/AliExpressTrackingService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,361,14,UNCHANGED
include/elit21/aliexpress/transport/AliExpressApiTransport.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,357,14,UNCHANGED
include/elit21/aliexpress/transport/AliExpressIopClient.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,351,14,UNCHANGED
include/elit21/aliexpress/transport/AliExpressRateLimiter.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,355,14,UNCHANGED
include/elit21/aliexpress/transport/AliExpressRequest.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,772,9,UNCHANGED
include/elit21/aliexpress/transport/AliExpressTopClient.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,351,14,UNCHANGED
include/elit21/aliexpress/transport/AliExpressTransportSelector.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,367,14,UNCHANGED
include/elit21/aliexpress/transport/IopRequest.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/aliexpress/transport/IopResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,335,14,UNCHANGED
include/elit21/aliexpress/transport/TopCommonParameters.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,284,5,UNCHANGED
include/elit21/aliexpress/transport/TopRequest.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/aliexpress/transport/TopRequestSigner.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,337,5,UNCHANGED
include/elit21/aliexpress/transport/TopResponse.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,335,14,UNCHANGED
include/elit21/aliexpress/transport/TopResponseParser.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,347,14,UNCHANGED
include/elit21/analytics/Analytics.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,163,5,UNCHANGED
include/elit21/analytics/AnalyticsCoordinator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/analytics/CatalogAnalytics.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/analytics/ConversionAnalytics.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/analytics/CustomerAnalytics.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/analytics/DashboardSnapshot.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/analytics/FulfillmentAnalytics.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/analytics/InventoryAnalytics.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/analytics/MarginAnalytics.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/analytics/OrderAnalytics.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
